identification,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Location
5995279,HP101392,1/1/08 19:25,002XX N LOCKWOOD AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1523,15,28,25,26,1141043,1901140,2008,2/17/08 1:05,"(41.88480798267778, -87.75752974351896)"
5997960,HP103059,1/2/08 8:00,002XX N STATE ST,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,122,1,42,32,6,1176287,1901765,2008,1/9/08 1:04,"(41.885801171481525, -87.62809009100553)"
9249024,HW394773,1/1/08 0:01,002XX N WALLER AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,TRUE,1512,,29,25,2,,,2008,8/8/13 0:42,
6047766,HP149249,1/1/08 0:01,002XX S ASHLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,1211,12,2,28,11,1165820,1899119,2008,2/17/08 1:05,"(41.87876995639054, -87.66660236353988)"
5992274,HP101733,1/2/08 2:07,002XX S HALSTED ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1213,12,27,28,04A,1171052,1898964,2008,1/5/08 1:04,"(41.878231486750266, -87.6473961474404)"
5998688,HP105782,1/1/08 3:00,002XX S HALSTED ST,820,THEFT,$300 AND UNDER,RESTAURANT,FALSE,FALSE,1213,12,27,28,6,1171134,1898884,2008,1/9/08 1:04,"(41.87801016243778, -87.64709741281699)"
5994740,HP102152,1/2/08 12:00,002XX S LA SALLE ST,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,112,1,42,32,26,1175205,1899318,2008,1/6/08 1:05,"(41.8791107919073, -87.63213679682772)"
7899709,HT128940,1/1/08 0:05,002XX S LAVERGNE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1533,,28,25,6,,,2008,2/6/11 0:38,
5991586,HP100046,1/1/08 0:24,002XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,123,1,42,32,14,1176378,1899113,2008,1/5/08 1:04,"(41.87852188132751, -87.62783598244287)"
6460845,HP102434,1/2/08 14:06,002XX S TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1124,11,28,27,14,1155376,1898768,2008,8/31/08 1:03,"(41.878023012990575, -87.70496021466526)"
5995792,HP102386,1/2/08 11:00,002XX W 26TH ST,820,THEFT,$300 AND UNDER,VEHICLE-COMMERCIAL,FALSE,FALSE,2113,9,11,34,6,1174853,1887025,2008,1/7/08 1:04,"(41.845385832002115, -87.63379705002687)"
6005135,HP101948,1/2/08 9:30,002XX W 72ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,731,7,17,69,08B,1175945,1857188,2008,1/26/08 1:04,"(41.7634857894723, -87.6306847264337)"
6031390,HP133427,1/1/08 1:50,002XX W CHICAGO AVE,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1823,18,27,8,08B,1174345,1905718,2008,1/25/08 1:04,"(41.896692000077785, -87.63510331972111)"
5991230,HP100609,1/1/08 1:30,002XX W CHICAGO AVE,890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,FALSE,FALSE,1823,18,27,8,6,1174345,1905718,2008,1/4/08 1:05,"(41.896692000077785, -87.63510331972111)"
6000092,HP100716,1/1/08 1:00,002XX W ONTARIO ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,08B,1174317,1904474,2008,1/10/08 1:05,"(41.89327902143666, -87.6352433331315)"
6004081,HP100434,1/1/08 5:10,003XX E 131ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,533,5,9,54,14,1180695,1818220,2008,1/12/08 1:05,"(41.656444714638624, -87.61446750069516)"
6002810,HP100683,1/1/08 10:22,003XX E 47TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,TRUE,FALSE,222,2,3,38,26,1179058,1873967,2008,1/11/08 1:05,"(41.809458647134825, -87.61876391887809)"
6005869,HP111108,1/1/08 1:00,003XX E 53RD ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,234,2,3,40,08A,1179680,1870002,2008,1/17/08 9:23,"(41.79856412734774, -87.61660382263294)"
5999055,HP102855,1/1/08 19:00,003XX E ILLINOIS ST,890,THEFT,FROM BUILDING,BOWLING ALLEY,FALSE,FALSE,1834,18,42,8,6,1178703,1903728,2008,1/11/08 1:05,"(41.89113291065494, -87.61915815594102)"
6020320,HP100576,1/1/08 7:30,003XX E NORTH WATER ST,1330,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,TRUE,FALSE,1834,18,42,8,26,1178389,1903114,2008,1/22/08 9:10,"(41.88945523102554, -87.62033004694909)"
7539014,HS342062,1/1/08 9:00,003XX N AUSTIN BLVD,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,1512,,29,25,6,,,2008,6/13/10 1:13,
6090247,HP162032,1/1/08 3:45,003XX N DEARBORN ST,320,ROBBERY,STRONGARM - NO WEAPON,HOTEL/MOTEL,FALSE,FALSE,1831,18,42,8,3,1175921,1902648,2008,3/30/08 1:04,"(41.888232418084456, -87.6294075047935)"
5997347,HP100192,1/1/08 2:08,003XX N DEARBORN ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,HOTEL/MOTEL,TRUE,FALSE,1831,18,42,8,08B,1175921,1902648,2008,1/7/08 1:04,"(41.888232418084456, -87.6294075047935)"
5992226,HP101514,1/1/08 20:40,003XX N FRANCISCO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1331,13,27,27,18,1156954,1902232,2008,1/6/08 1:05,"(41.88749671265524, -87.69907215163074)"
6323449,HP411847,1/1/08 9:00,003XX N LAMON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,1532,15,28,25,11,1143610,1901709,2008,6/29/08 1:03,"(41.88632173544561, -87.74808896310348)"
5992847,HP100832,1/1/08 12:10,003XX N LOREL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,1523,15,28,25,14,1140688,1901761,2008,1/7/08 1:04,"(41.886518613247134, -87.75881810818478)"
6280762,HP368529,1/2/08 0:01,003XX N MICHIGAN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,FALSE,FALSE,122,1,42,32,14,1177204,1902404,2008,6/5/08 1:04,"(41.8875338917029, -87.62470333941215)"
9100137,HW244688,1/1/08 0:01,003XX N PINE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,TRUE,TRUE,1523,,28,25,20,,,2008,5/8/13 0:40,
6000116,HP104887,1/1/08 21:00,003XX N STATE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,FALSE,1831,18,42,32,26,1176263,1902437,2008,1/10/08 1:05,"(41.88764571723894, -87.62815794412275)"
6022713,HP101543,1/1/08 21:00,003XX N STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,TRUE,1831,18,42,32,14,1176263,1902437,2008,1/31/08 1:05,"(41.88764571723894, -87.62815794412275)"
6005250,HP101620,1/1/08 22:52,003XX S KILBOURN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1131,11,24,26,18,1146400,1898163,2008,1/13/08 1:05,"(41.876538426335564, -87.73793365039896)"
5999403,HP101911,1/2/08 8:50,003XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,123,1,2,32,11,1176385,1898853,2008,1/9/08 1:04,"(41.87780826827383, -87.62781812777183)"
6017110,HP102312,1/2/08 13:10,003XX S WASHTENAW AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1125,11,2,27,18,1158387,1898534,2008,2/3/08 1:04,"(41.877319869456386, -87.69391090984143)"
6385709,HP471352,1/1/08 12:00,003XX W 106TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,512,5,34,49,11,1175727,1834669,2008,9/1/08 1:03,"(41.70169560027496, -87.6321561270523)"
6004217,HP100468,1/1/08 5:55,003XX W 116TH ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE,TRUE,TRUE,522,5,34,53,24,1175935,1828041,2008,1/11/08 1:05,"(41.68350272842365, -87.63159221721823)"
6320221,HP409542,1/1/08 0:01,003XX W 118TH ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,522,5,34,53,20,1176259,1826717,2008,7/15/08 1:03,"(41.679862220361755, -87.63044570986652)"
5996305,HP103246,1/1/08 15:00,003XX W 94TH PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,FALSE,634,6,21,49,26,1175802,1842627,2008,1/11/08 1:05,"(41.72353179014716, -87.6316440322859)"
6579647,HP652171,1/1/08 0:01,009XX N LAMON AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,ALLEY,FALSE,FALSE,1531,15,37,25,17,1143551,1906170,2008,11/19/08 1:04,"(41.8985643433007, -87.74819390955649)"
6013521,HP118478,1/1/08 13:00,003XX W NORTH AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,FALSE,1814,18,43,7,20,1173850,1911019,2008,2/17/08 1:05,"(41.91124925555284, -87.63676325821612)"
5999408,HP102594,1/2/08 13:20,003XX W OHIO ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1831,18,42,8,7,1174161,1904179,2008,1/10/08 1:05,"(41.892473006387775, -87.63582506618984)"
5997853,HP101455,1/1/08 20:02,003XX W ROOT ST,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,935,9,3,37,18,1174734,1877396,2008,1/6/08 1:05,"(41.81896570431779, -87.63452122750509)"
7446859,HS247325,1/1/08 0:01,004XX E 133RD ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,533,,9,54,6,,,2008,4/30/10 1:15,
5993556,HP101144,1/1/08 15:45,004XX E 35TH ST,2027,NARCOTICS,POSS: CRACK,STREET,FALSE,FALSE,2122,2,4,35,18,1180187,1881938,2008,1/4/08 1:05,"(41.83130585915006, -87.61437834896515)"
6002959,HP100927,1/1/08 11:52,004XX E 43RD ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,213,2,3,38,26,1179770,1876631,2008,1/15/08 1:05,"(41.81675260810588, -87.61607089505605)"
6003916,HP100251,1/1/08 2:49,004XX E 48TH PL,820,THEFT,$300 AND UNDER,OTHER,TRUE,FALSE,223,2,3,38,6,1180138,1873003,2008,1/11/08 1:05,"(41.80678864024015, -87.61483226231803)"
6011236,HP101342,1/1/08 4:30,004XX E 61ST ST,325,ROBBERY,VEHICULAR HIJACKING,STREET,FALSE,FALSE,313,3,20,42,3,1180192,1864621,2008,2/12/08 1:04,"(41.783786436949285, -87.61489113561233)"
5995802,HP100806,1/1/08 11:40,004XX E 79TH ST,460,BATTERY,SIMPLE,GROCERY FOOD STORE,TRUE,FALSE,624,6,6,44,08B,1180647,1852688,2008,1/7/08 1:04,"(41.75103061391432, -87.6135890603375)"
5995780,HP100780,1/1/08 11:30,004XX E 79TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,624,6,6,44,08B,1180647,1852688,2008,1/15/08 1:05,"(41.75103061391432, -87.6135890603375)"
5997086,HP102050,1/2/08 10:35,004XX E 87TH ST,560,ASSAULT,SIMPLE,GAS STATION,FALSE,TRUE,632,6,6,44,08A,1180603,1847436,2008,1/12/08 1:05,"(41.73661953535355, -87.61391119960588)"
5996147,HP101229,1/1/08 16:40,004XX E 95TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,FALSE,FALSE,633,6,9,49,14,1180616,1842109,2008,1/7/08 1:04,"(41.72200130265563, -87.61402666386384)"
5993119,HP101998,1/2/08 9:50,004XX E RANDOLPH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,124,1,42,32,26,1179262,1901369,2008,1/24/08 1:05,"(41.88464691744503, -87.61717755256879)"
5992227,HP100225,1/1/08 2:25,004XX E RANDOLPH ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,124,1,42,32,08B,1179262,1901369,2008,1/5/08 1:04,"(41.88464691744503, -87.61717755256879)"
5992572,HP100997,1/1/08 13:20,004XX N AUSTIN BLVD,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1512,15,29,25,08B,1136335,1902496,2008,1/9/08 1:04,"(41.88861440978168, -87.77478609562137)"
5996369,HP104030,1/2/08 1:45,004XX N HALSTED ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1323,13,27,24,6,1170920,1903323,2008,1/6/08 1:05,"(41.890195768861965, -87.64775295346776)"
6000637,HP100871,1/1/08 0:30,004XX N LA SALLE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1831,18,42,8,08B,1175027,1903017,2008,1/11/08 1:05,"(41.889265052332135, -87.63267948323018)"
5994323,HP103050,1/1/08 0:15,004XX N LA SALLE DR,890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,FALSE,FALSE,1831,18,42,8,6,1175017,1903477,2008,1/5/08 1:04,"(41.890527541940735, -87.63270241340128)"
6005200,HP101371,1/1/08 10:00,004XX N STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1831,18,42,8,14,1176260,1903193,2008,1/23/08 14:56,"(41.88972028929435, -87.62814614531187)"
5991590,HP100429,1/1/08 5:13,004XX S CLARK ST,460,BATTERY,SIMPLE,HOTEL/MOTEL,TRUE,FALSE,131,1,2,32,08B,1175556,1898268,2008,1/5/08 1:04,"(41.87622165213113, -87.63087955484139)"
6014009,HP102221,1/2/08 11:55,004XX S KOSTNER AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1131,11,24,26,26,1147085,1897625,2008,1/16/08 1:05,"(41.87504902361208, -87.7354322867338)"
5992253,HP101107,1/1/08 15:00,004XX W 100TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2232,22,9,73,08B,1174929,1838636,2008,1/10/08 1:05,"(41.712599413175816, -87.63496034092715)"
7200946,HR597754,1/1/08 6:00,004XX W 103RD ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,FALSE,TRUE,2232,,9,73,2,,,2008,11/6/09 1:04,
5998562,HP107247,1/2/08 0:00,004XX W BARRY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2332,19,44,6,11,1172748,1920696,2008,3/28/12 9:57,"(41.9378278522021, -87.64052437568346)"
5994247,HP102402,1/2/08 9:00,004XX W NORTH AVE,810,THEFT,OVER $300,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1813,18,43,7,6,1173318,1911004,2008,1/14/08 1:04,"(41.911219933956176, -87.63871807657834)"
6007569,HP114299,1/1/08 9:00,004XX W ONTARIO ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1831,18,42,8,6,1173163,1904445,2008,1/12/08 1:05,"(41.8932251299508, -87.63948237708405)"
6054473,HP154331,1/1/08 8:00,005XX E 102ND ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE,FALSE,FALSE,511,5,9,49,11,1181512,1837485,2008,2/22/08 1:04,"(41.709291873047114, -87.61088690070146)"
5995705,HP100699,1/1/08 10:20,005XX E 130TH ST,460,BATTERY,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,533,5,9,54,08B,1182171,1819172,2008,1/7/08 1:04,"(41.65902324230873, -87.60903740661159)"
5995067,HP102247,1/2/08 11:30,005XX E 33RD ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2122,2,4,35,6,1180495,1882843,2008,1/15/08 1:05,"(41.833782164748904, -87.61322044984793)"
5998522,HP101660,1/1/08 18:10,005XX E 45TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,TRUE,TRUE,222,2,3,38,20,1180621,1875336,2008,3/27/08 1:04,"(41.813179489931024, -87.61298907167408)"
7832950,HS643952,1/1/08 9:00,005XX E 51ST ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,223,,4,38,6,,,2008,12/29/10 0:38,
5996350,HP103883,1/1/08 1:00,005XX E 91ST PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,633,6,6,44,26,1181739,1844395,2008,1/9/08 1:04,"(41.728248540640195, -87.6098429532849)"
6002835,HP100455,1/1/08 4:36,005XX E BOWEN AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,FALSE,213,2,4,38,04B,1180723,1877564,2008,1/23/08 14:56,"(41.81929095082892, -87.6125463848601)"
6001047,HP101591,1/1/08 21:38,005XX E BROWNING AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,212,2,4,35,26,1180912,1881386,2008,1/9/08 1:04,"(41.82977445057548, -87.61173530965786)"
5988154,HP100728,1/1/08 1:30,005XX E GRAND AVE,870,THEFT,POCKET-PICKING,LAKEFRONT/WATERFRONT/RIVERBANK,FALSE,FALSE,1834,,42,8,6,,,2008,1/4/08 1:05,
5994968,HP102443,1/2/08 13:45,005XX N CENTRAL AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1523,15,37,25,08A,1138969,1903299,2008,1/7/08 1:04,"(41.890770487390625, -87.76509339617115)"
6000590,HP101868,1/2/08 7:50,005XX N DEARBORN ST,560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,1831,18,42,8,08A,1175799,1904036,2008,1/10/08 1:05,"(41.89204391009099, -87.6298137346267)"
5988151,HP100764,1/1/08 9:00,005XX N HARDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1122,,27,23,14,,,2008,1/5/08 1:04,
6035622,HP100185,1/1/08 2:37,005XX N LARAMIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,1532,15,28,25,15,1141646,1902990,2008,6/2/10 10:34,"(41.88987348515578, -87.75526964224098)"
5992095,HP101551,1/1/08 20:30,005XX N LEAMINGTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1532,15,28,25,26,1141886,1903371,2008,1/5/08 1:04,"(41.89091455494507, -87.75437880385732)"
6059223,HP150382,1/2/08 10:00,005XX N MAY ST,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,1323,13,27,24,6,1168761,1903930,2008,2/10/08 1:05,"(41.8919084802343, -87.65566413943941)"
6000122,HP102097,1/1/08 19:30,005XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,1177296,1904083,2008,1/10/08 1:05,"(41.89213906743085, -87.62431454374084)"
6000337,HP100161,1/1/08 1:41,005XX N MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,TRUE,TRUE,1834,18,42,8,08B,1177387,1903721,2008,1/10/08 1:05,"(41.891143657564854, -87.62399133463249)"
6000365,HP100162,1/1/08 0:55,005XX N MICHIGAN AVE,460,BATTERY,SIMPLE,HOTEL/MOTEL,TRUE,FALSE,1834,18,42,8,08B,1177387,1903721,2008,1/10/08 1:05,"(41.891143657564854, -87.62399133463249)"
5992167,HP101394,1/1/08 18:52,005XX N OAKLEY BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1313,13,26,24,08B,1160935,1903618,2008,1/4/08 1:05,"(41.891218338931495, -87.68441420002227)"
5995105,HP101538,1/1/08 20:30,005XX N PINE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1523,15,37,25,26,1139396,1903090,2008,1/6/08 1:05,"(41.89018919488628, -87.76353031549303)"
9024992,HW172238,1/1/08 0:01,005XX N SPRINGFIELD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1122,,27,23,6,,,2008,3/2/13 0:40,
6000244,HP100078,1/1/08 0:09,005XX N ST LOUIS AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1121,11,27,23,15,1152906,1903591,2008,1/9/08 1:04,"(41.89130708747452, -87.71390169070855)"
5999374,HP102293,1/2/08 12:15,005XX N STATE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1831,18,42,8,7,1176245,1903638,2008,1/18/08 1:04,"(41.89094173099636, -87.62818780126042)"
6175256,HP265304,1/1/08 8:00,005XX N STATE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,1831,18,42,8,26,1176231,1904048,2008,4/10/08 1:05,"(41.89206710807219, -87.62822684225007)"
6223253,HP100138,1/1/08 0:09,005XX S DEARBORN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,FALSE,TRUE,132,1,2,32,08B,1175966,1898013,2008,5/9/08 1:05,"(41.87551269897203, -87.62938187020018)"
6779785,HR194956,1/1/08 0:01,005XX W 103RD ST,843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,2232,22,34,49,6,1174750,1836557,2008,3/5/09 1:04,"(41.70689832078891, -87.63567758041451)"
6007419,HP101606,1/1/08 22:00,005XX W 107TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE-GARAGE,TRUE,FALSE,2233,22,34,49,15,1174277,1833890,2008,1/13/08 1:05,"(41.69959018132807, -87.63748860745234)"
6295263,HP385029,1/2/08 8:00,005XX W 127TH PL,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,523,5,9,53,6,1175186,1820293,2008,6/15/08 1:03,"(41.662257681236724, -87.63456403699315)"
5994678,HP100095,1/1/08 1:25,005XX W 72ND ST,485,BATTERY,AGGRAVATED OF A CHILD,APARTMENT,TRUE,TRUE,732,7,6,68,04B,1174017,1857211,2008,5/28/08 1:05,"(41.76359190429437, -87.63775052956426)"
5992135,HP101743,1/2/08 0:00,005XX W 95TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2223,22,21,73,26,1174230,1841847,2008,1/23/08 14:56,"(41.72142637988766, -87.6374252350445)"
5992090,HP101569,1/1/08 21:40,005XX W CERMAK RD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,1233,12,25,31,26,1172969,1889736,2008,1/12/08 1:05,"(41.852866934756676, -87.64063081695667)"
5991876,HP100718,1/1/08 1:30,005XX W CERMAK RD,460,BATTERY,SIMPLE,WAREHOUSE,FALSE,FALSE,1233,12,25,31,08B,1172969,1889736,2008,1/5/08 1:04,"(41.852866934756676, -87.64063081695667)"
5992382,HP100378,1/1/08 4:20,005XX W CONGRESS PKWY,880,THEFT,PURSE-SNATCHING,CTA TRAIN,FALSE,FALSE,131,1,2,28,6,1172767,1897948,2008,1/9/08 1:04,"(41.87540573041846, -87.64112919317672)"
5992073,HP101789,1/1/08 18:30,005XX W DEMING PL,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,1933,19,43,7,6,1172014,1917149,2008,1/5/08 1:04,"(41.92811098435554, -87.64332685763951)"
5992142,HP100549,1/1/08 8:00,005XX W DIVERSEY PKWY,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2333,19,44,6,08B,1172483,1918925,2008,1/5/08 1:04,"(41.93297403196574, -87.64155081342334)"
5995242,HP101388,1/1/08 18:30,005XX W ENGLEWOOD AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,VACANT LOT/LAND,FALSE,FALSE,711,7,20,68,3,1173583,1863508,2008,1/8/08 1:04,"(41.780881220849565, -87.63915493649355)"
5995378,HP102019,1/2/08 10:10,005XX W MONROE ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,111,1,2,28,26,1172853,1899791,2008,1/17/08 9:23,"(41.880461140404336, -87.64075883322846)"
6000608,HP101401,1/1/08 18:36,006XX E 42ND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,213,2,4,38,18,1181062,1877248,2008,1/9/08 1:04,"(41.818416012334914, -87.61131255476687)"
6347219,HP435806,1/1/08 9:00,006XX E 46TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,222,2,4,38,26,1181468,1874620,2008,7/10/08 1:04,"(41.81119520431059, -87.60990438361962)"
5992614,HP101524,1/1/08 20:50,006XX E 67TH ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,321,3,20,42,08B,1181971,1860779,2008,1/6/08 1:05,"(41.77320265114023, -87.60848747729347)"
6016295,HP101507,1/1/08 20:40,006XX E 81ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,631,6,6,44,18,1181677,1851386,2008,1/16/08 1:05,"(41.74743407744891, -87.60985478350288)"
6000200,HP102191,1/1/08 12:15,006XX E GRAND AVE,880,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,1834,18,42,8,6,1180772,1904096,2008,1/10/08 1:05,"(41.89209521163003, -87.61154846859272)"
5997383,HP105575,1/1/08 2:00,006XX E GRAND AVE,460,BATTERY,SIMPLE,OTHER,FALSE,FALSE,1834,18,42,8,08B,1180772,1904096,2008,1/9/08 1:04,"(41.89209521163003, -87.61154846859272)"
6000315,HP100152,1/1/08 1:00,006XX E GRAND AVE,460,BATTERY,SIMPLE,OTHER,FALSE,FALSE,1834,18,42,8,08B,1180772,1904096,2008,1/10/08 1:05,"(41.89209521163003, -87.61154846859272)"
6047197,HP148015,1/1/08 21:00,006XX E WOODLAND PARK,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,2122,2,4,35,26,1181491,1882201,2008,2/3/08 1:04,"(41.83199750226175, -87.60958579657425)"
