identification,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Location
8420931,HT654397,1/1/08 0:01,058XX W WASHINGTON BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1512,,29,25,6,,,2008,1/7/12 0:39,
6291906,HP381450,1/1/08 0:01,059XX N ELSTON AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,RESIDENCE,FALSE,FALSE,1622,16,45,11,26,1135897,1939028,2008,6/20/08 1:03,"(41.98886996062633, -87.77552164804723)"
6006206,HP113335,1/1/08 11:00,012XX W ALBION AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,2432,24,49,1,5,1166515,1944264,2008,2/10/08 1:05,"(42.00263519564482, -87.66275374899367)"
6011309,HP109712,1/2/08 8:00,059XX N KNOX AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,1711,17,39,12,26,1144319,1939382,2008,1/23/08 14:56,"(41.989686656584574, -87.74453511931905)"
6250656,HP334994,1/1/08 12:00,059XX N MAGNOLIA AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,2013,20,48,77,6,1166924,1939477,2008,5/27/08 1:05,"(41.989490766844234, -87.66138727274148)"
6019317,HP123656,1/1/08 0:01,059XX N RAVENSWOOD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2012,20,40,77,6,1163353,1939424,2008,1/23/08 14:56,"(41.9894214651333, -87.6745234525086)"
5995991,HP103855,1/2/08 9:30,059XX S ARCHER AVE,810,THEFT,OVER $300,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,811,8,23,56,6,1139011,1868428,2008,1/6/08 1:05,"(41.79507852004038, -87.76578542317337)"
5992872,HP100457,1/1/08 5:30,059XX S ARTESIAN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,TRUE,FALSE,824,8,16,66,04A,1161020,1865021,2008,6/2/10 10:34,"(41.78530217446779, -87.68517168752228)"
6010323,HP114725,1/1/08 11:00,015XX N KEYSTONE AVE,610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,FALSE,FALSE,2534,25,30,23,5,1149055,1910072,2008,1/13/08 1:05,"(41.909167033893745, -87.72787670758143)"
6251092,HP336529,1/1/08 6:00,059XX S LOOMIS BLVD,842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,FALSE,FALSE,713,7,16,67,6,1167975,1865285,2008,5/31/08 1:06,"(41.785879919829014, -87.659663908263)"
6011883,HP116987,1/1/08 11:00,072XX S PAULINA ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,735,7,17,67,5,1166233,1856396,2008,1/23/08 14:56,"(41.76152462100677, -87.66630370792379)"
6001214,HP100963,1/1/08 13:46,059XX S PAULINA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,714,7,15,67,26,1166075,1864997,2008,1/11/08 1:05,"(41.785130251642, -87.66663842032906)"
6054375,HP155480,1/1/08 7:00,059XX S PRINCETON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,711,7,20,68,26,1175268,1865410,2008,2/9/08 1:05,"(41.786063018096, -87.63292062402958)"
6011123,HP101334,1/1/08 15:00,059XX S WASHTENAW AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,824,8,16,66,6,1159355,1865046,2008,1/16/08 1:05,"(41.78540505834098, -87.69127567864902)"
8596622,HV270601,1/1/08 0:01,059XX W BERENICE AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,1633,,38,15,2,,,2008,7/7/12 0:41,
6099411,HP193523,1/2/08 13:00,059XX W CHICAGO AVE,880,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,1511,,29,25,6,,,2008,3/1/08 1:04,
6002001,HP102202,1/2/08 11:30,059XX W NORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2531,25,29,25,7,1136702,1909990,2008,2/9/08 1:05,"(41.90917232295539, -87.77325864916132)"
6069019,HP169607,1/1/08 12:00,059XX W SCHOOL ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1633,16,38,15,26,1136399,1921374,2008,2/24/08 1:04,"(41.940416734499365, -87.77409901185476)"
6045275,HP147494,1/2/08 8:00,060XX N WESTERN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,FALSE,FALSE,2413,24,40,2,11,1159180,1940295,2008,2/10/08 1:05,"(41.9918985852657, -87.68984833639436)"
7333145,HS136852,1/1/08 12:00,060XX S CARPENTER ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,712,,16,68,6,,,2008,2/20/10 1:12,
7569113,HS373043,1/1/08 8:00,060XX S DAMEN AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,714,7,15,67,6,1164098,1864724,2008,7/24/10 1:18,"(41.784422941554155, -87.67389466686289)"
6033568,HP102013,1/2/08 9:50,060XX S DR MARTIN LUTHER KING JR DR,1365,CRIMINAL TRESPASS,TO RESIDENCE,OTHER,TRUE,FALSE,313,3,20,42,26,1179996,1865050,2008,1/25/08 1:04,"(41.78496814585301, -87.61559660674529)"
6183303,HP272436,1/1/08 17:00,060XX S INDIANA AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,TRUE,311,3,20,40,6,1178587,1865207,2008,4/13/08 1:05,"(41.78543112844652, -87.62075779299998)"
8638409,HV312892,1/1/08 0:01,060XX S JUSTINE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,713,,15,67,2,,,2008,10/28/12 0:39,
7876690,HT106449,1/1/08 9:00,060XX S MAYFIELD AVE,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,RESIDENCE,FALSE,TRUE,812,,13,64,12,,,2008,3/28/12 9:57,
5993621,HP102139,1/2/08 10:30,060XX S NARRAGANSETT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,812,8,23,64,26,1134730,1863829,2008,1/23/08 14:56,"(41.78253451283278, -87.78159245350369)"
6791616,HP654280,1/2/08 8:00,060XX S PEORIA ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,712,7,16,68,6,1171390,1864471,2008,3/19/09 1:04,"(41.78357210416299, -87.64716671053161)"
6599023,HP671098,1/1/08 0:01,060XX S SAWYER AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,823,8,16,66,6,1155710,1864589,2008,12/4/08 1:03,"(41.7842248978148, -87.7046522707599)"
7524483,HS327550,1/1/08 0:01,060XX S TALMAN AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,825,,15,66,2,,,2008,6/17/10 1:16,
5996823,HP100136,1/1/08 1:20,060XX S WINCHESTER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,714,7,15,67,15,1164361,1864290,2008,1/8/08 1:04,"(41.78322645034112, -87.67294262224952)"
6198785,HP107448,1/1/08 1:00,060XX W EDDY ST,810,THEFT,OVER $300,STREET,FALSE,FALSE,1633,16,38,17,6,1135514,1923023,2008,4/22/08 1:04,"(41.94495756280505, -87.77731243010241)"
7222643,HR637957,1/1/08 12:00,060XX W WABANSIA AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,2513,,29,25,6,,,2008,11/20/09 1:16,
6516372,HP588178,1/1/08 0:01,061XX N DAMEN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2413,24,40,2,26,1161836,1940961,2008,11/13/08 1:04,"(41.9936709316141, -87.68006008576694)"
5993210,HP101737,1/2/08 2:38,061XX N HOYNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2413,24,40,2,08B,1161263,1940393,2008,1/10/08 1:05,"(41.99212429566059, -87.68218369594703)"
5996785,HP101710,1/2/08 2:20,061XX N HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2413,24,40,2,14,1161247,1940943,2008,1/11/08 1:05,"(41.99363384828596, -87.68222716702934)"
6691250,HR105571,1/1/08 23:30,061XX N HOYNE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,2413,24,40,2,26,1161247,1940943,2008,1/16/09 1:04,"(41.99363384828596, -87.68222716702934)"
5997279,HP104210,1/1/08 19:40,061XX N MILWAUKEE AVE,820,THEFT,$300 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1611,16,45,10,6,1133711,1940336,2008,1/17/08 9:23,"(41.99249801380351, -87.78353128764584)"
5995909,HP101784,1/2/08 6:09,061XX N WINTHROP AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,2433,24,48,77,08B,1167783,1941030,2008,1/23/08 14:56,"(41.993733694502325, -87.65818271416167)"
5993188,HP100838,1/1/08 12:05,061XX N WINTHROP AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,2433,24,48,77,14,1167710,1940802,2008,1/5/08 1:04,"(41.99310963676993, -87.6584578458963)"
6012807,HP102265,1/2/08 11:34,061XX S COTTAGE GROVE AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,313,3,20,42,18,1182658,1864509,2008,6/15/08 1:03,"(41.783422201475304, -87.6058534565856)"
6003193,HP102958,1/2/08 0:30,061XX S DR MARTIN LUTHER KING JR DR,890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,FALSE,FALSE,311,3,20,40,6,1179929,1864587,2008,1/10/08 1:05,"(41.78369916381415, -87.61585642033148)"
6138444,HP229618,1/1/08 9:00,061XX S ELIZABETH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,713,7,16,67,11,1168995,1863759,2008,4/13/08 1:05,"(41.78167040155502, -87.65596817457731)"
5996780,HP100842,1/1/08 12:00,061XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,311,3,20,40,08B,1178606,1864566,2008,1/10/08 1:05,"(41.783671728909674, -87.62070760926564)"
6210446,HP296963,1/1/08 9:00,061XX S KIMBARK AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,TRUE,314,3,20,42,11,1185732,1864691,2008,4/27/08 1:04,"(41.78384970371336, -87.5945775363477)"
6609439,HP679497,1/1/08 14:00,061XX S LOOMIS BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,713,7,16,67,6,1168012,1863867,2008,12/10/08 1:04,"(41.78198795952743, -87.65956898797796)"
6130853,HP222748,1/1/08 0:01,061XX S MAPLEWOOD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,825,8,15,66,11,1160470,1863655,2008,3/19/08 1:05,"(41.781565042623306, -87.68722587986298)"
5999151,HP101296,1/1/08 18:00,061XX S MORGAN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,712,7,16,68,18,1170655,1864176,2008,1/9/08 1:04,"(41.78277865346572, -87.64987006978824)"
6822293,HR231245,1/1/08 0:01,061XX S ROCKWELL ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,FALSE,FALSE,825,8,15,66,6,1160135,1863738,2008,3/30/09 1:03,"(41.78179970701076, -87.68845179410948)"
6824033,HR232550,1/1/08 0:01,061XX S SANGAMON ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,712,7,16,68,6,1170995,1863857,2008,3/30/09 1:03,"(41.781895857583606, -87.64863284148558)"
6147929,HP238247,1/1/08 1:00,061XX S SEELEY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,TRUE,714,7,15,67,6,1163795,1863712,2008,4/8/08 1:05,"(41.78165225263023, -87.67503399596208)"
6011608,HP101755,1/2/08 3:50,061XX S TALMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,825,8,15,66,14,1159721,1863818,2008,1/16/08 1:05,"(41.782027748335665, -87.68996743632962)"
6000292,HP102765,1/1/08 13:15,008XX N AVERS AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,FALSE,1112,11,27,23,2,1150527,1905425,2008,6/2/10 10:34,"(41.89638656777872, -87.72259074082022)"
6011081,HP100958,1/1/08 13:42,061XX S WESTERN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,825,8,15,66,6,1161471,1863600,2008,1/16/08 1:05,"(41.78139341670748, -87.6835574820193)"
8252083,HT485379,1/1/08 0:01,061XX S WOODLAWN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,ANIMAL HOSPITAL,FALSE,TRUE,314,,20,42,6,,,2008,9/8/11 12:39,
6022069,HP101629,1/1/08 22:32,061XX W 60TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,812,8,23,64,18,1136248,1864151,2008,1/23/08 14:56,"(41.78339127563537, -87.77601924719941)"
6071637,HP170156,1/2/08 0:01,061XX W WARWICK AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,1633,16,38,17,11,1134712,1924253,2008,3/5/08 1:05,"(41.948347051020065, -87.78023113936234)"
5995722,HP102015,1/1/08 20:00,062XX N BELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2413,24,50,2,14,1160133,1941753,2008,1/24/08 1:05,"(41.995879686259286, -87.68630239265455)"
5995516,HP102375,1/2/08 13:19,062XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2433,24,48,77,14,1168064,1941684,2008,1/9/08 1:04,"(41.99552219928952, -87.65713009111661)"
8339752,HT573311,1/1/08 8:00,062XX S ALBANY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,823,,15,66,6,,,2008,12/12/11 0:38,
5994373,HP101658,1/1/08 23:45,062XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,313,3,20,42,14,1182675,1863826,2008,1/6/08 1:05,"(41.781547592661155, -87.605812316403)"
6253637,HP341503,1/1/08 0:01,062XX S EVANS AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,FALSE,FALSE,313,3,20,42,6,1182250,1863923,2008,5/29/08 1:05,"(41.78182362635603, -87.6073674466874)"
5994364,HP102018,1/2/08 10:20,062XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,311,3,20,40,08B,1178307,1863395,2008,1/13/08 1:05,"(41.78046518174883, -87.62183936567413)"
5999493,HP102798,1/2/08 14:10,062XX S PAULINA ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,714,7,15,67,3,1166034,1863518,2008,1/11/08 1:05,"(41.78107256117714, -87.66683077757844)"
6252023,HP337268,1/1/08 10:00,065XX S DR MARTIN LUTHER KING JR DR,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,312,3,20,69,5,1180006,1861679,2008,5/27/08 1:05,"(41.77571756274093, -87.61566309485062)"
7342898,HS145284,1/1/08 0:01,062XX W BYRON ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1633,,38,17,6,,,2008,2/5/10 1:13,
6198200,HP286663,1/1/08 10:00,062XX W IRVING PARK RD,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1624,16,38,15,6,1133658,1925963,2008,4/25/08 1:06,"(41.953058070638676, -87.78406521458692)"
5995306,HP100578,1/1/08 3:00,063XX N CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2413,24,50,2,14,1156549,1942149,2008,1/9/08 1:04,"(41.997039881086394, -87.69947548939346)"
5997550,HP101094,1/1/08 14:11,063XX N SHERIDAN RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2433,24,49,77,18,1168429,1942417,2008,1/6/08 1:05,"(41.997525647311306, -87.65576610739353)"
6152524,HP243216,1/1/08 17:00,063XX S ARTESIAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,825,8,15,66,26,1161167,1862601,2008,3/29/08 1:04,"(41.7786583216524, -87.68469964767102)"
6004649,HP109849,1/1/08 9:00,018XX N HALSTED ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1813,18,43,7,5,1170716,1912332,2008,1/14/08 1:04,"(41.91492146264111, -87.64823790781274)"
5992111,HP101616,1/1/08 22:32,063XX S CALUMET AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,312,3,20,69,9,1179583,1863066,2008,6/7/08 1:03,"(41.77953330600473, -87.61717141360788)"
5993121,HP101993,1/1/08 6:00,063XX S CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,813,8,13,64,14,1140213,1861811,2008,1/4/08 1:05,"(41.776898459666576, -87.7615389619105)"
5998177,HP101190,1/1/08 16:15,063XX S COTTAGE GROVE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,312,3,20,42,26,1182608,1863344,2008,1/12/08 1:05,"(41.780226495670796, -87.60607289695918)"
5995329,HP101491,1/1/08 20:26,063XX S DAMEN AVE,460,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,726,7,15,67,08B,1164069,1862796,2008,1/7/08 1:04,"(41.77913286743725, -87.67405519038503)"
5992602,HP100090,1/1/08 0:30,063XX S DR MARTIN LUTHER KING JR DR,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,312,3,20,69,04A,1179974,1862865,2008,1/8/08 1:04,"(41.77897279741727, -87.61574412270227)"
6588501,HP661435,1/1/08 0:01,063XX S KILDARE AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,813,8,13,65,20,1148836,1862186,2008,11/27/08 1:04,"(41.77776583591726, -87.7299171626914)"
6009092,HP101659,1/1/08 23:40,063XX S MAPLEWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,825,8,15,66,08B,1160510,1862275,2008,1/14/08 1:04,"(41.77777730584903, -87.68711725066719)"
6028641,HP131118,1/1/08 15:00,063XX S MARSHFIELD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,725,7,16,67,26,1166459,1862425,2008,1/26/08 1:04,"(41.778064180001586, -87.66530376686367)"
5996940,HP102046,1/2/08 10:45,063XX S MAY ST,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,724,7,16,68,6,1169706,1862477,2008,1/8/08 1:04,"(41.778137040366545, -87.65339864306151)"
5997862,HP103326,1/1/08 13:30,003XX W ERIE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,17,1173751,1904673,2008,2/17/08 1:05,"(41.89383770647317, -87.63731609646018)"
6001107,HP108116,1/1/08 1:00,063XX S WESTERN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,FALSE,FALSE,825,8,15,66,11,1161416,1862739,2008,1/23/08 14:56,"(41.77903185506231, -87.68378296992603)"
5997420,HP101119,1/1/08 15:43,064XX N CLARK ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,2432,24,40,1,15,1164195,1943190,2008,1/11/08 1:05,"(41.99973765680237, -87.6713193637226)"
6012271,HP100706,1/1/08 3:43,064XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,2432,24,40,1,14,1164195,1943190,2008,1/22/08 9:10,"(41.99973765680237, -87.6713193637226)"
5995613,HP101311,1/1/08 17:30,064XX N DAMEN AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2412,24,50,2,08A,1161841,1942567,2008,1/18/08 1:04,"(41.99807774160834, -87.67999662103367)"
6054798,HP155970,1/2/08 9:05,064XX N FRANCISCO AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,2412,24,50,2,6,1155870,1942605,2008,2/21/08 1:05,"(41.99830492948754, -87.7019608960058)"
5993066,HP101252,1/1/08 16:52,064XX N KEDZIE AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA BUS,TRUE,FALSE,2412,24,50,2,26,1153904,1942323,2008,1/5/08 1:04,"(41.99757065945736, -87.70920075337472)"
6959291,HR364602,1/1/08 0:01,064XX N LEAVITT ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2412,,50,2,6,,,2008,6/15/09 1:03,
5993247,HP100038,1/1/08 0:18,064XX N RICHMOND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2412,24,50,2,08B,1155537,1942595,2008,1/5/08 1:04,"(41.99828422023359, -87.70318616801076)"
6366517,HP451815,1/1/08 0:01,064XX N WASHTENAW AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2412,24,50,2,08B,1157191,1942811,2008,7/25/08 1:03,"(41.998843370497774, -87.69709572968942)"
6011559,HP101724,1/2/08 2:00,064XX S CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,825,8,15,66,14,1161804,1862048,2008,1/23/08 14:56,"(41.77712760492802, -87.6823796956668)"
5998044,HP101069,1/1/08 4:00,064XX S DR MARTIN LUTHER KING JR DR,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CHA HALLWAY/STAIRWELL/ELEVATOR,FALSE,FALSE,312,3,20,69,04B,1179987,1862414,2008,1/8/08 1:04,"(41.77773491110832, -87.61571026178763)"
5991901,HP100242,1/1/08 2:30,064XX S DR MARTIN LUTHER KING JR DR,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,FALSE,312,3,20,69,04B,1179994,1862140,2008,1/7/08 1:04,"(41.776982867577026, -87.61569298247305)"
6777764,HR192977,1/1/08 0:01,064XX S DR MARTIN LUTHER KING JR DR,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,312,3,20,69,26,1179994,1862140,2008,3/5/09 1:04,"(41.776982867577026, -87.61569298247305)"
5994340,HP101650,1/1/08 23:37,064XX S EBERHART AVE,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,312,3,20,42,04B,1180646,1862363,2008,2/1/08 1:05,"(41.777579845850745, -87.61329594439395)"
6479830,HP466414,1/1/08 9:00,018XX N HUMBOLDT BLVD,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1421,14,35,22,5,1156047,1911978,2008,9/10/08 1:04,"(41.91425895279752, -87.70213961426418)"
6036349,HP138994,1/1/08 16:00,064XX S ELLIS AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,314,3,20,42,6,1184202,1862549,2008,1/26/08 1:04,"(41.7780078021658, -87.60025395606891)"
8878355,HV551895,1/1/08 0:01,064XX S HAMILTON AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,726,,15,67,6,,,2008,11/27/12 0:40,
5994645,HP102243,1/2/08 11:50,064XX S HARLEM AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,812,8,23,64,08B,1129556,1860756,2008,1/7/08 1:04,"(41.774191137683985, -87.80063211794237)"
6578022,HP650745,1/1/08 9:00,064XX S HONORE ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,726,7,15,67,6,1165083,1861820,2008,11/12/08 1:04,"(41.776433202608885, -87.67036534303334)"
7346317,HS148131,1/1/08 0:01,064XX S INGLESIDE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,314,,20,42,6,,,2008,2/10/10 1:15,
5998134,HP106019,1/2/08 13:49,064XX S LOOMIS BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,725,7,17,67,11,1168068,1861806,2008,1/12/08 1:05,"(41.776331115685075, -87.65942289426519)"
6013317,HP102012,1/1/08 0:30,064XX S OAKLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,825,8,15,66,14,1162219,1861949,2008,1/18/08 1:04,"(41.77684730489343, -87.68086105925973)"
5994884,HP100560,1/1/08 6:25,064XX S PEORIA DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,723,7,20,68,08B,1171824,1862305,2008,1/10/08 1:05,"(41.777618835191454, -87.6456390285511)"
6001834,HP105852,1/1/08 9:00,103XX S GREEN BAY AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,432,4,10,52,5,1200547,1836988,2008,1/31/08 1:05,"(41.70746868058861, -87.54119656532662)"
5999210,HP101504,1/1/08 19:57,064XX S SEELEY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,726,7,15,67,18,1163757,1862133,2008,1/9/08 1:04,"(41.77732006540176, -87.67521761839375)"
5993984,HP100682,1/1/08 5:30,064XX S STEWART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,722,7,20,68,14,1174773,1862175,2008,1/5/08 1:04,"(41.77719687752556, -87.63483187915608)"
5994653,HP102159,1/2/08 11:10,065XX N CLARK ST,320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,2432,24,40,1,3,1164123,1943759,2008,1/24/08 1:05,"(42.00130053407447, -87.67156805506195)"
8358190,HT581489,1/1/08 15:00,011XX W 61ST ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,712,,16,68,17,,,2008,12/12/11 0:38,
8467942,HV143934,1/1/08 0:01,065XX N MOZART ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,2412,,50,2,6,,,2008,3/28/12 9:57,
